_id,lat,lon,name,street_address,suburb,seats,industry_code,industry_desc,ref
736,-37.8067779,144.9734819,Mon Ami Paris Grill,5/144 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
737,-37.8040107,144.983241,Monkey Jar,171 Smith St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
738,-37.7984,144.9783,Mono XO,191A-191 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
739,-37.7956439,144.9844653,Mr Huxley,425 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
740,-37.7937436,144.9851701,Mr Wow's Emporium,95-97 Smith St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
741,-37.79632,144.978623,Mukka Indian Restuarant,365 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
742,-37.80102,144.983776,N & J Thai Café,261A Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
743,-37.798862,144.9782342,Naked for Satan,285 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
744,-37.800514,144.98384,Nandos Fitzroy,281 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
745,-37.8016899,144.9803328,Napier Hotel,210 Napier St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
746,-37.7943237,144.9814471,Napier Quarter,359-361 Napier St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
747,-37.80624,144.982751,Neko Neko,83 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
748,-37.8050442,144.9808243,New School Canteen,379-381 George St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
749,-37.802175,144.978063,Newtown SC,180 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
750,-37.8087138,144.982468,Nick's Food Corner,133 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
751,-37.8030472,144.9834264,Noi Thai,205 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
752,-37.7967356,144.9787445,Nomada Café Y Tapas,412 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
753,-37.7967356,144.9787445,Nyala African Restaurant,354-356 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
754,-37.7943689,144.9846891,Officeworks,230 Alexandra Pde Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
755,-37.800652,144.983823,Organic Wholefoods,277 Smith St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
756,-37.7937436,144.9851701,Pablo Escobeans,337 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
757,-37.801994,144.983586,Panama Dining Room,231 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
758,-37.796035,144.978659,Patee Thai Restaurant,371 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
759,-37.8070907,144.9746724,Patient Food Services - St Vincent's Hospital,41 Victoria Pde Fitzroy VIC 3065,Fitzroy,,8401,Hospitals (Except Psychiatric Hospitals),
760,-37.796466,144.984544,Pavlov's Duck,401 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
761,-37.8032009,144.9834047,Peko Peko,199 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
762,-37.8014757,144.9781707,Perseverance Hotel,196 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
763,-37.798262,144.976572,Pho Fitzroy Duyen Duyen,58 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
764,-37.796131,144.978655,Pho La Que Basil Leaf,369 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
765,-37.802003,144.97768,Phoenix Pho,183 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
766,-37.8059993,144.9829133,Pixel Alley,95 Smith St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
767,-37.7967356,144.9787445,Poke King,385 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
768,-37.7967356,144.9787445,Polly Bar,401 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
769,-37.8035466,144.983323,Queen of Spades Bar & Cafe,189 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
770,-37.797066,144.978852,Radhey Chai Bar,336 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
771,-37.7967356,144.9787445,Radio Bar,357 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
772,-37.797917,144.978367,Rice Paper Scissors,307 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
773,-37.7967356,144.9787445,Rice Queen (Owner - Laki Papadopoulos),389-391 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
774,-37.7987935,144.9827307,Rochester Hotel,202-204 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
775,-37.7955069,144.9814035,Rose Hotel,406 Napier St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
776,-37.7957136,144.9768252,Rose Street Pantry,46 Rose St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
777,-37.7936608,144.9793918,Royal Derby Hotel,446 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
778,-37.796649,144.975353,Rriot House,276 Nicholson St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
779,-37.7967356,144.9787445,Rue De Creperie,360 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
780,-37.7967356,144.9787445,Rustica Sourdough Bakery Cafe,402 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
781,-37.797392,144.978818,Saba's Ethiopian Restaurant,328 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
782,-37.798248,144.976457,Saigon Street Eats,52 Johnston St Fitzroy VIC 3065,Fitzroy,,4513,Catering Services,
783,-37.8087138,144.982468,Scent of a Flower Florist Café,135-137 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
784,-37.7964901,144.9789495,Select 7 / Free Choice Fitzroy,360A Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
785,-37.7937436,144.9851701,Sen Storm Noodle Bar & Grill,293 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
786,-37.7967356,144.9787445,Shawarma Roll & Pizza,318 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
787,-37.7977241,144.9786908,Shawcross Pizza,320 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
788,-37.802145,144.97764,Shibui Bar,177 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
789,-37.7967356,144.9787445,Shifty's,375 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
790,-37.7937436,144.9851701,Shimbashi Japanese Soba and Sake Bar,131-135 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
791,-37.7992625,144.984059,Shop Ramen,329 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
792,-37.797955,144.97871,Si Senorita,312 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
793,-37.7942931,144.9838482,Siddha Yoga Foundation,202 Gore St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
794,-37.7967356,144.9787445,Siki Supermarket,105-107 Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
795,-37.7967356,144.9787445,Sila Espresso Bar,189 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
796,-37.7987935,144.9827307,Sir Charles,121-123 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
797,-37.7937436,144.9851701,Sircuit/Mollies Bar & Diner,103-105 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
798,-37.7937436,144.9851701,Slowbeer,351 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
799,-37.802864,144.977535,Slowpoke Espresso,157 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
800,-37.802243,144.977606,Smith & Daughters,175 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
801,-37.8012268,144.9744203,Smith & Deli,111 Moor St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
802,-37.8033024,144.9833897,Smith Street Cellars,195 Smith St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
803,-37.80007,144.983897,Smith's Cakes and Aquilana Pasticceria,297 Smith St Fitzroy VIC 3065,Fitzroy,,1174,Bakery Product Manufacturing (Non-factory based),
804,-37.8058744,144.9783731,Sonido,69 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
805,-37.79778,144.978413,Sossa (Real Greek Souvlaki),315 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
806,-37.8057951,144.9752324,Sparrows Philly Cheese Steaks,30-32 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
807,-37.805166,144.977082,St Mary's House of Welcome,165-169 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
808,-37.8070907,144.9746724,St Vincent's Public (Main Building - Green Shop),41 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
809,-37.8087138,144.982468,St Vincents Private Hospital Melbourne Limited,59-61 Victoria Pde Fitzroy VIC 3065,Fitzroy,,8401,Hospitals (Except Psychiatric Hospitals),
810,-37.798959,144.978547,Stagger Lee's,276 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
811,-37.8007427,144.9768646,Standard Hotel,293 Fitzroy St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
812,-37.7992717,144.9772228,Sumner House,128 Fitzroy St Fitzroy VIC 3065,Fitzroy,,8601,Aged Care Residential Services,
813,-37.7992342,144.9781506,Sushi Link,273 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
814,-37.7943237,144.9814471,Sushi Train,300 Napier St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
815,-37.7957136,144.9768252,TFMM Container,75-87 Rose St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
816,-37.7964477,144.9789549,Tahina Fitzroy,362 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
817,-37.8058744,144.9783731,Tamura Tapas and Sake Bar,1/43 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
818,-37.8067779,144.9734819,Tankerville Arms Hotel,236 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
819,-37.7967356,144.9787445,Tea Too,340 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
820,-37.7986033,144.978272,Thai Thani,293 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
821,-37.8036557,144.9833093,The 86 Bar,185 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
822,-37.7967356,144.9787445,The Aegean Restaurant,17-19 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
823,-37.7937436,144.9851701,The Birmingham Hotel,333-335 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
824,-37.7984,144.9783,The Bitters Lab,9/397 Smith St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
825,-37.79824,144.976186,The Brothers Public House,42 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
826,-37.8057951,144.9752324,The Catfish,30-32 Gertrude St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
827,-37.8042401,144.9772845,The Elysian Whiskey Bar,113 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
828,-37.7967356,144.9787445,The Evelyn Hotel,351-353 Brunswick St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
829,-37.8058744,144.9783731,The Everleigh Melbourne,150-156 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
830,-37.7968516,144.9785347,The Fitz,347 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
831,-37.8062207,144.9825807,The Fitzroy Beer Garden,243-245 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
832,-37.7967356,144.9787445,The Food Repository,346 Brunswick St Fitzroy VIC 3065,Fitzroy,,4122,Fruit and Vegetable Retailing,
833,-37.799285,144.978501,The Kodiak Club,272 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
834,-37.7937436,144.9851701,The Lame Duck,83-87 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
835,-37.7987935,144.9827307,The Laundry Bar,48-50 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
836,-37.7987935,144.9827307,The Night Cat,137-141 Johnston St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
837,-37.8022578,144.974453,The Nunnery,116 Nicholson St Fitzroy VIC 3065,Fitzroy,,4400,Accommodation,
838,-37.79833,144.97711,The Old Bar,74-76 Johnston St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
839,-37.798136,144.9782251,The Provincial Hotel,299 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
840,-37.8067779,144.9734819,The Pumphouse Hotel,124 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
841,-37.801257,144.977767,The Rooks Return,201 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
842,-37.797093,144.978847,The Rum Diary Bar,334 Brunswick St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
843,-37.7982227,144.976029,The Shady Lady Fitzroy,36 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
844,-37.79822,144.97868,The Stone Hotel,298-300 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
845,-37.7989222,144.977281,The Vegetable Connection,95-105 Victoria St Fitzroy VIC 3065,Fitzroy,,4122,Fruit and Vegetable Retailing,
846,-37.799665,144.97808,The Vegetable Connection,255 Brunswick St Fitzroy VIC 3065,Fitzroy,,4122,Fruit and Vegetable Retailing,
847,-37.7958648,144.9790649,The Vegie Bar / Boys & Girls,380 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
848,-37.7987935,144.9827307,Time 4 Fitness - T4Fitness Pty Ltd,2/131-135 Johnston St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
849,-37.798439,144.984236,Tinman Cafe Bar Restaurant,357 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
850,-37.798579,144.978268,Tora Dumplings,295 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
851,-37.7957136,144.9768252,Transformer Fitzroy,97-99 Rose St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
852,-37.8058744,144.9783731,Trippy Taco,234 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
853,-37.8024384,144.9775568,Umago,171-173 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
854,-37.7942931,144.9838482,Union Club Hotel,166-182 Gore St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
855,-37.802145,144.97764,Uptown Café,177 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
856,-37.7982994,144.9768502,Vaud'vile,62 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
857,-37.798329,144.977002,Vegie Mum Fitzroy,72 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
858,-37.79726,144.978844,Viet Rose Bakery & Cafe,330 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
859,-37.796409,144.978609,Viet Rose Restaurant,363 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
860,-37.7967356,144.9787445,Vincents Marketplace,379 Brunswick St Fitzroy VIC 3065,Fitzroy,,4122,Fruit and Vegetable Retailing,
861,-37.7989222,144.977281,Wa Kenbo,69-73 Victoria St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
862,-37.799495,144.978102,Wine Republic,265 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
863,-37.8042401,144.9772845,Wine Window,113 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
864,-37.7984,144.9783,Woolworths Fitzroy,243-255 Smith St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
865,-37.7967356,144.9787445,Workers Club,51 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
866,-37.799557,144.978477,Xiang Bbq Restaurant,262 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
867,-37.8058662,144.982925,Yah Yahs,99-101 Smith St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
868,-37.7967356,144.9787445,Yong Green Food Pty Ltd,421 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
869,-37.7957136,144.9768252,Young Bloods Diner,54 Rose St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
870,-37.7957136,144.9768252,Zephyr and Bloom Cakes,5/165 Rose St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
871,-37.8087138,144.982468,Zouki on Parade,59-61 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
872,-37.8087138,144.982468,Zouki on Parade Organic,73 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
873,-37.7937436,144.9851701,lot 347,347-349 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
874,-37.7865,144.9897,1000 lire,211-213 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
875,-37.7792131,144.9871684,7 Convenience Store,341 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4110,Supermarket and Grocery Stores,
876,-37.7763966,144.9812882,A Continental Affair,53 Miller St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
877,-37.7803609,144.9861886,ASRC Catering,321 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4513,Catering Services,
878,-37.785709,144.9817715,Adam's Kebabs,357 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
879,-37.7798387,144.9782407,Annoying Brother Espresso,650 Nicholson St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
880,-37.7875197,144.9802609,Aphro & Wolfe,566 Brunswick St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
881,-37.7900916,144.987192,Argo Fishop,320 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
882,-37.7804425,144.9861209,Australian Wine Clearance Centre,317 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4129,Other Specialised Food Retailing,
883,-37.7865,144.9897,BP Fitzroy North,269-273 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4110,Supermarket and Grocery Stores,
884,-37.788443,144.990582,Bakers Delight,330 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,1174,Bakery Product Manufacturing (Non-factory based),
885,-37.788095,144.991333,Bean Around Bakery Cafe,350 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
886,-37.7839007,144.9830756,Billy van Creamy Pty Ltd,27-29 Best St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
887,-37.7832567,144.9821814,Birichino Cafe E Cucina,100 Scotchmer St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
888,-37.7831011,144.9829515,Blackhearts and Sparrows Wine Purveyors,119 Scotchmer St Fitzroy North VIC 3068,Fitzroy North,,4129,Other Specialised Food Retailing,
889,-37.7865,144.9897,Bocskai Centre,121-123 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4530,Clubs (Hospitality),
890,-37.7807661,144.9782159,Boxx Cafe,796 Nicholson St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
891,-37.7846558,144.982522,Breakfast @ Timothy's,189 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
892,-37.7865,144.9897,Caltex Starmart Fitzroy North,262-270 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
893,-37.788051,144.991462,Cavallini,354 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
894,-37.7900916,144.987192,Citrico,376 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
895,-37.7865,144.9897,Citrus,252-254 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
896,-37.7819771,144.9902172,Clifton Child Care Co-op,121 Rushall Cres Fitzroy North VIC 3068,Fitzroy North,,8710,Child Care Services,
897,-37.7900916,144.987192,Clifton Hill Authorised Newsagency,316 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4129,Other Specialised Food Retailing,
898,-37.7900916,144.987192,Clifton Hill Lotto,306 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4129,Other Specialised Food Retailing,
899,-37.788681,144.989999,Cliftons Café & Deli,310 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
900,-37.7933424,144.9814841,Coles Express Fitzroy,75-81 Alexandra Pde Fitzroy North VIC 3068,Fitzroy North,,4110,Supermarket and Grocery Stores,
901,-37.7865,144.9897,Contemporary Catering,217-241 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,8601,Aged Care Residential Services,
902,-37.7900916,144.987192,Cookshop Rotisserie,392 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
903,-37.7759244,144.9790518,Curley Joe Express,892 Nicholson St Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
904,-37.788079,144.991394,Daily Catch,352 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
905,-37.7865,144.9897,Danny's Burgers,358-360 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
906,-37.7830665,144.9826511,Dench Bakers,109 Scotchmer St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
907,-37.7786521,144.9823772,Deutsche Schule Melbourne,90 Barkly St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
908,-37.785709,144.9817715,Edinburgh Cricket Club,100C St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4530,Clubs (Hospitality),
909,-37.785709,144.9817715,El Chino,214 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
910,-37.7787997,144.9836608,FROEBEL Early Learning Centre,138 Barkly St Fitzroy North VIC 3068,Fitzroy North,,8710,Child Care Services,
911,-37.7901129,144.9765303,Fireflies,414 Nicholson St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
912,-37.7839393,144.9830692,Fitzroy Asian Noodles,25 Best St Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
913,-37.785709,144.9817715,Fitzroy Bed & Breakfast,45 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4400,Accommodation,
914,-37.785709,144.9817715,Fitzroy Football Club,100C St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4530,Clubs (Hospitality),
915,-37.785709,144.9817715,Fitzroy Junior Football Club,100C St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4530,Clubs (Hospitality),
916,-37.785709,144.9817715,Fitzroy Junior Football Club,100A St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4530,Clubs (Hospitality),
917,-37.7875197,144.9802609,Fitzroy Kebab House,465 Brunswick St Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
918,-37.7858166,144.9848639,Fitzroy North Primary School,9-11 Alfred Cres Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
919,-37.785709,144.9817715,Fitzroy Victoria Bowling & Sports Club Inc,100D St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4530,Clubs (Hospitality),
920,-37.785709,144.9817715,Fitzroy/Carlton Auskick,100C St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
921,-37.7875197,144.9802609,Flower Flower Pty Ltd,523 Brunswick St Fitzroy North VIC 3068,Fitzroy North,,4129,Other Specialised Food Retailing,
922,-37.789079,144.989017,Frootz on Parade,274 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4122,Fruit and Vegetable Retailing,
923,-37.7851689,144.9784136,Full Circles Food,23/6 Reid St Fitzroy North VIC 3068,Fitzroy North,,4513,Catering Services,
924,-37.7865,144.9897,Gatekeeper Games,323-327 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4129,Other Specialised Food Retailing,
925,-37.779903,144.986937,Growers Espresso,332 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
926,-37.7851607,144.9820983,Horn Please,167 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
927,-37.7900916,144.987192,Hou Hai Dumpling House,470 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
928,-37.7851753,144.9784649,Jam Hands,25 Reid St Fitzroy North VIC 3068,Fitzroy North,,1140,Fruit and Vegetable Processing,
929,-37.7841564,144.9829365,Just Falafs,207 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4512,Takeaway Food Services,
930,-37.7900916,144.987192,Kebabish & Grill,296 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
931,-37.785709,144.9817715,Khao Mai Thai,356 St Georges Rd Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
932,-37.78618,144.9942364,Kids on Queens Parade Child Care Centre,476 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,8710,Child Care Services,
933,-37.7900916,144.987192,La Maha,308 Queens Pde Fitzroy North VIC 3068,Fitzroy North,,4511,Cafes and Restaurants,
