_id,lat,lon,name,street_address,suburb,seats,industry_code,industry_desc,ref
534,-37.8284982,144.993588,Square One Coffee Roasters,58-66 Stephenson St Cremorne VIC 3121,Cremorne,,1140,Fruit and Vegetable Processing,
535,-37.827953,144.9883024,Sublime,449 Punt Rd Cremorne VIC 3121,Cremorne,,4513,Catering Services,
536,-37.8255174,144.9954896,T & L Bakery & Cafe,174 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
537,-37.8249062,144.9911605,Tawunna Thai Restaurant,30-32 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
538,-37.8298809,144.9971821,Thai Ayothaya,468 Church St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
539,-37.8283855,144.9924652,The Big Group,38-40 Cubitt St Cremorne VIC 3121,Cremorne,,4513,Catering Services,
540,-37.8249062,144.9911605,The G Bar - Schnitzels Burgers Steaks,96 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
541,-37.8271,145.0064,The Industrial Café,1/97-99 Dover St Cremorne VIC 3121,Cremorne,,4512,Takeaway Food Services,
542,-37.825524,144.9955484,The Modern Eatery,176 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
543,-37.8252373,144.9930657,The Posty,90 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
544,-37.8257912,144.9979547,The Ugly Duckling Wine Bar,238 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
545,-37.8249062,144.9911605,The Wrap Shack,98 Swan St Cremorne VIC 3121,Cremorne,,4512,Takeaway Food Services,
546,-37.8249062,144.9911605,Tobacco Station,3/116A Swan St Cremorne VIC 3121,Cremorne,,4129,Other Specialised Food Retailing,
547,-37.832706,144.9963537,Top Paddock Cafe,658 Church St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
548,-37.8255567,144.9958428,United Sushi Ahipoke,186 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
549,-37.8249062,144.9911605,Vertue Coffee Roasters,34 Swan St Cremorne VIC 3121,Cremorne,,4511,Cafes and Restaurants,
550,-37.8253932,144.994371,Winning Post Tobacconist,136 Swan St Cremorne VIC 3121,Cremorne,,4129,Other Specialised Food Retailing,
551,-37.8298809,144.9971821,Yo Sushi Noodle,462 Church St Cremorne VIC 3121,Cremorne,,4512,Takeaway Food Services,
552,-37.783193,145.018267,BP Fairfield,490-500 Heidelberg Rd Fairfield VIC 3078,Fairfield,,4110,Supermarket and Grocery Stores,
553,-37.7847836,145.0174401,Cakes by Laura,56 Park Cres Fairfield VIC 3078,Fairfield,,4129,Other Specialised Food Retailing,
554,-37.7851892,145.0116761,Fairfield Park Boathouse,1 Fairfield Park Dr Fairfield VIC 3078,Fairfield,,4511,Cafes and Restaurants,
555,-37.7829,145.0226,Fitzroy City Soccer Club,280-350 Heidelberg Rd Fairfield VIC 3078,Fairfield,,4530,Clubs (Hospitality),
556,-37.7847836,145.0174401,Grandel Supported Residential Services,44 Park Cres Fairfield VIC 3078,Fairfield,,8609,Other Residential Care Services,
557,-37.7880653,145.0129158,Melbourne Polytechnic - Fairfield Cafe,101 Yarra Bend Rd Fairfield VIC 3078,Fairfield,,4511,Cafes and Restaurants,
558,-37.7880653,145.0129158,Melbourne Polytechnic - Nursery Cafe,101 Yarra Bend Rd Fairfield VIC 3078,Fairfield,,4511,Cafes and Restaurants,
559,-37.7989247,145.0087765,Thomas Embling Hospital,201 Yarra Bend Rd Fairfield VIC 3078,Fairfield,,4511,Cafes and Restaurants,
560,-37.7989247,145.0087765,Yarra Bend Golf Course,Yarra Bend Rd Fairfield VIC 3078,Fairfield,,4530,Clubs (Hospitality),
561,-37.7989247,145.0087765,Yarra Jets Soccer Club,Yarra Bend Rd Fairfield VIC 3078,Fairfield,,4511,Cafes and Restaurants,
562,-37.7937436,144.9851701,413 Fahrenheit Pizza,4/1-3 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
563,-37.798579,144.978268,7 Eleven Store Number 1138D,295 Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
564,-37.7977503,144.9754991,7-Eleven 1279 B,244 Nicholson St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
565,-37.7943237,144.9814471,Acacia Fitzroy Creche,187 Napier St Fitzroy VIC 3065,Fitzroy,,8710,Child Care Services,
566,-37.7989778,144.9832021,Addict,240-242 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
567,-37.7984,144.9783,Advanced Fresh Concepts Pty Ltd,243-255 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
568,-37.7973855,144.9784602,Afghan Gallery Restaurant,327 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
569,-37.797006,144.978848,Al Metro,342 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
570,-37.7982754,144.9766564,Ali Baba Kebab Cottage,60 Johnston St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
571,-37.803143,144.977468,Amarillo,149 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
572,-37.8060231,144.9811507,Anada Bar & Restaurant,197 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
573,-37.7979061,144.9756259,Anatolia Tantani,15 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
574,-37.8060083,144.981038,Arcadia Café,193 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
575,-37.8059961,144.9808992,Archie's All Day,189 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
576,-37.8027162,144.9796212,Asian Mart Grocery,125 Napier St Fitzroy VIC 3065,Fitzroy,,4513,Catering Services,
577,-37.796905,144.9761998,Astrid Health Bar,10 Spring St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
578,-37.8027162,144.9796212,Atherton Gardens After School Care,125 Napier St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
579,-37.7967356,144.9787445,Attaboy Roy,354-356 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
580,-37.8058744,144.9783731,Aunt Maggies,188-196 Gertrude St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
581,-37.8059176,144.9776982,Auntie Mai's,96 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
582,-37.7984,144.9783,Australia Post,371-385 Gore St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
583,-37.7987935,144.9827307,BP Fitzroy,143-153 Johnston St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
584,-37.7967356,144.9787445,Babka Bakery Café,358 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
585,-37.798246,144.9762881,Bad Decisions,46 Johnston St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
586,-37.7998142,144.9782391,Bad Frankie,139-141 Greeves St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
587,-37.7987935,144.9827307,Bar Liberty,234 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
588,-37.79773,144.978425,Bar Open,317 Brunswick St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
589,-37.805373,144.974876,Basta,13 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
590,-37.798131,144.978688,Baxter's Lot,302 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
591,-37.8060295,144.9786644,Beatbox Kitchen Fitzroy,130 Gertrude St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
592,-37.7967356,144.9787445,Bell Street Coffee Window,233 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
593,-37.8058744,144.9783731,Belle's Hot Chicken,150-156 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
594,-37.7943237,144.9814471,Bentwood Fitzroy,237 Napier St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
595,-37.7967356,144.9787445,Bimbo Deluxe Bar,372-374 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
596,-37.8058867,144.9796269,Bistro Sou Sou,153 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
597,-37.799889,144.978373,Black Cat,252 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
598,-37.7980779,144.978702,Black Pearl Bar,304 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
599,-37.805313,144.983023,Blackheart & Sparrows,123 Smith St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
600,-37.7967356,144.9787445,"Blonde, Food and Drink",443 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
601,-37.80209,144.978072,Blue Chillies,182 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
602,-37.8017007,144.9778189,Bon Ap',193 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
603,-37.7967356,144.9787445,Bontempo Pizzeria,416-418 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
604,-37.79636,144.983649,Breakfast Thieves,420 Gore St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
605,-37.7967356,144.9787445,Breizoz French Creperie Fitzroy,49 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
606,-37.8070837,144.9805909,Brooklyn Arts Hotel,50 George St Fitzroy VIC 3065,Fitzroy,,4400,Accommodation,
607,-37.7967356,144.9787445,Brotherhood of St Laurence - Coolibah Centre,67-75 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
608,-37.7967356,144.9787445,Brunswick Foodworks,170 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
609,-37.8019056,144.9776726,Brunswick St News & Lotto,185 Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
610,-37.7997308,144.9780654,Brunswick Street Alimentari,251 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
611,-37.8060586,144.9816301,Builders Arms Hotel,211 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
612,-37.798217,144.9758,Burger Road,30 Johnston St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
613,-37.806186,144.98289,Burnside Coffee,87A Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
614,-37.798558,144.98415,Buubbub Cafe & Restaurant,353 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
615,-37.7967356,144.9787445,Cafe Louis,197B Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
616,-37.8087138,144.982468,Café Vincent's,27 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
617,-37.7976603,144.9797449,Capulus and Co.,11-15 Young St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
618,-37.7987935,144.9827307,Casa Iberica,23-25 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
619,-37.8058744,144.9783731,Chamo Tea,233 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
620,-37.805901,144.977369,Champion Business Corner,54 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
621,-37.8060566,144.9789484,Charcoal Lane,136 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
622,-37.7967356,144.9787445,China Bar,325 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
623,-37.8005915,144.9793963,Chook-ity Wings,27 St David St Fitzroy VIC 3065,Fitzroy,,4513,Catering Services,
624,-37.8070907,144.9746724,Co Ba,41 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
625,-37.8037107,144.983298,Coconut Palms,183 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
626,-37.7977889,144.9779651,Coles,95-103 Johnston St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
627,-37.8067779,144.9734819,Commercial Club Hotel,344-348 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
628,-37.7967356,144.9787445,Compa Gelato,381 Brunswick St Fitzroy VIC 3065,Fitzroy,,1140,Fruit and Vegetable Processing,
629,-37.802612,144.978102,Connie Benn Early Learning Centre,160 Brunswick St Fitzroy VIC 3065,Fitzroy,,8710,Child Care Services,
630,-37.7942931,144.9838482,Converted Church,278 Gore St Fitzroy VIC 3065,Fitzroy,,4513,Catering Services,
631,-37.8049661,144.98307,Copacabana International,139 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
632,-37.7987935,144.9827307,Cruelty Free Shop,124 Johnston St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
633,-37.800766,144.977878,Curry Smuggler,223 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
634,-37.8054823,144.9759358,Cutler & Co Restaurant & Bar / Marion,53 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
635,-37.800896,144.977842,Delicia Fitzroy,215 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
636,-37.7964777,144.9762791,Dimattina Coffee / 30Kerr65,30 Kerr St Fitzroy VIC 3065,Fitzroy,,3601,General Line Grocery Wholesaling,
637,-37.7967356,144.9787445,Doomsday Supplies,195A Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
638,-37.7967356,144.9787445,Doughlord,385 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
639,-37.7967356,144.9787445,E-Life Trading Australia Pty Ltd,109-111 Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
640,-37.7967356,144.9787445,East Meets West Restaurant,406 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
641,-37.8072542,144.9778465,Ecco Hospitality,115 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
642,-37.79852,144.978975,Egglab,122 Johnston St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
643,-37.7967356,144.9787445,El Camino,218-222 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
644,-37.799489,144.978477,Elektra Caffe,268 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
645,-37.805572,144.976576,Ends & Means,79 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
646,-37.7964777,144.9762791,Euro Kitchen Cafe,100 Kerr St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
647,-37.8058744,144.9783731,Evies Disco Diner,230-232 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
648,-37.7937436,144.9851701,F.A.T Fried and Tasty,41-47 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
649,-37.7968409,144.9753197,Fagito Café,268 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
650,-37.7942931,144.9838482,Faraday's Cage,325-329 Gore St Fitzroy VIC 3065,Fitzroy,,1174,Bakery Product Manufacturing (Non-factory based),
651,-37.7967356,144.9787445,Farro Fitzroy,301 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
652,-37.80639,144.982197,Fatto a Mano,228 Gertrude St Fitzroy VIC 3065,Fitzroy,,1174,Bakery Product Manufacturing (Non-factory based),
653,-37.797074,144.978508,Fina's Vegetarian Cafe 2,339 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
654,-37.7982439,144.976241,Fitz Curry Café,44 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
655,-37.7967356,144.9787445,Fitzroy Cellars,409 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
656,-37.8018,144.9836068,Fitzroy Finest Fruit & Vegies,241 Smith St Fitzroy VIC 3065,Fitzroy,,4122,Fruit and Vegetable Retailing,
657,-37.806142,144.982899,Fitzroy Kebabs,89 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
658,-37.8027162,144.9796212,Fitzroy Learning Network,125 Napier St Fitzroy VIC 3065,Fitzroy,,4513,Catering Services,
659,-37.8005915,144.9793963,Fitzroy Rainbow Hotel,27 St David St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
660,-37.80402,144.9773058,Fitzroy Rolls,121 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
661,-37.7939718,144.980938,Fitzroy Swimming Pool  C/- Yarra Leisure,160 Alexandra Pde Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
662,-37.800871,144.983786,Fitzroy Tasty Rooster,265-267 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
663,-37.7987935,144.9827307,Fitzroy Town Hall Hotel,170 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
664,-37.8058744,144.9783731,Foodworks Gertrude Street,169-171 Gertrude St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
665,-37.803516,144.977426,Freechoice Tobacconist,137 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
666,-37.806,144.980787,Gabriel,187 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
667,-37.8058744,144.9783731,Gaea Dining,1/166 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
668,-37.796219,144.979024,Gami Chicken,370 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
669,-37.80604,144.973766,Garden View Café,44 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
670,-37.801887,144.9836,Gelato Messina,237 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
671,-37.798515,144.9789109,Georges Bar,120 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
672,-37.8058744,144.9783731,Gertrude Street Enoteca,229 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
673,-37.7967356,144.9787445,Glamorama Bar,393-395 Brunswick St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
674,-37.7987935,144.9827307,Goodfellows Fitzroy,125-129 Johnston St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
675,-37.7987935,144.9827307,Goodlife Health Club,41-49 Johnston St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
676,-37.7957136,144.9768252,Grace Cafe,74-76 Rose St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
677,-37.8012268,144.9744203,Grub Fitzroy Pty Ltd,87-89 Moor St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
678,-37.80524,144.983027,Grumpy's Green,125 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
679,-37.800815,144.977868,Gutz Café,221 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
680,-37.7992233,144.9840631,Hanabi Sushi,331 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
681,-37.7995846,144.9840215,Happy Herbs Shop,317 Smith St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
682,-37.7980631,144.9768659,Hares & Hyenas,63 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
683,-37.800345,144.983852,Hasir Kebabs,285 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
684,-37.797489,144.978801,Hecho En Mexico,326 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
685,-37.800288,144.983538,Hell of the North,135 Greeves St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
686,-37.7967356,144.9787445,Hellenic Souvlaki,346 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
687,-37.799172,144.978146,Henry's Burgers,275 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
688,-37.800579,144.983832,Hinoki,279 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
689,-37.7958148,144.9790099,Hooked,384 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
690,-37.7967356,144.9787445,IGA Plus Liquor,424-428 Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
691,-37.8060268,144.9812022,ISH Restaurant,199 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
692,-37.7967356,144.9787445,Ichi Ni Nana,125-129 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
693,-37.7992717,144.9772228,Industry Beans,3/415 Fitzroy St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
694,-37.7970868,144.9808061,Isme,152 Kerr St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
695,-37.7937436,144.9851701,Istanbul Kebab Shop,141-143 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
696,-37.799385,144.978124,Jaspers Caffeine Dealers,267 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
697,-37.801077,144.983581,Jimmy Grants (Fitzroy),113 St David St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
698,-37.800613,144.9760756,John St Community Early Childhood Co-op,23 John St Fitzroy VIC 3065,Fitzroy,,8710,Child Care Services,
699,-37.805493,144.98297,KINYOUBI IZAKAYA,117 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
700,-37.798248,144.976498,Kanela,56 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
701,-37.7937436,144.9851701,Kent St,201 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
702,-37.802712,144.977554,Kimchi Korean Japanese Grocery,161-163 Brunswick St Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
703,-37.799054,144.983733,Kismet Pizza & Kebabs,262 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
704,-37.7984,144.9783,Kitchen for Catering Preparation,3/98-104 George St Fitzroy VIC 3065,Fitzroy,,4513,Catering Services,
705,-37.800925,144.983782,Kobu,263 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
706,-37.796478,144.978615,La Bodega De Andres,361 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
707,-37.805466,144.97707,La Casa Pizza and Pasta,59 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
708,-37.80679,144.982789,La Niche Cafe,67 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
709,-37.8014415,144.9776725,Labour in Vain,197 Brunswick St Fitzroy VIC 3065,Fitzroy,,4520,"Pubs, Taverns and Bars",
710,-37.8058744,144.9783731,Ladro Gertrude,222-224 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
711,-37.797913,144.978712,Lamb on Brunswick St,314 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
712,-37.7992836,144.978146,Le Gourmet Cakes,271 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
713,-37.8087138,144.982468,Liberty Fitzroy,151-159 Victoria Pde Fitzroy VIC 3065,Fitzroy,,4110,Supermarket and Grocery Stores,
714,-37.8058744,144.9783731,Lights of Ananda Pty Ltd T/as Calere Coffee,1/166 Gertrude St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
715,-37.7989052,144.9785444,Liquorland,280-284 Brunswick St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
716,-37.7967356,144.9787445,Little Hop,277B Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
717,-37.7967356,144.9787445,Lord of the Fries,383 Brunswick St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
718,-37.7991376,144.9785549,Lucky's Lasagna,274 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
719,-37.7957136,144.9768252,Lune Croissanterie,119 Rose St Fitzroy VIC 3065,Fitzroy,,1174,Bakery Product Manufacturing (Non-factory based),
720,-37.796189,144.978659,Madame K's Vegetarian,367 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
721,-37.79954,144.978091,Madame Saigon,263 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
722,-37.8051179,144.9830414,Madras Brothers,129 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
723,-37.8045273,144.9831483,Major Major,5 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
724,-37.798632,144.984177,Mamma Vittoria,343 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
725,-37.7967356,144.9787445,Marios Café,303 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
726,-37.7972398,144.9818285,Marquis of Lorne,411 George St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
727,-37.804749,144.97723,Martha Ray's,85 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
728,-37.7987935,144.9827307,McCoppins Fitzroy,165-167 Johnston St Fitzroy VIC 3065,Fitzroy,,4129,Other Specialised Food Retailing,
729,-37.8063027,144.9774887,Metropole Hotel Apartments & Conference Centre,44 Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
730,-37.8036514,144.9744989,Metropolitan Canteens Victoria Pty Ltd,88 Nicholson St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
731,-37.7987935,144.9827307,Mile End Bagels,14-16 Johnston St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
732,-37.7967356,144.9787445,Milney's Bar,451B Brunswick St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
733,-37.796901,144.982356,Min Lokal,422 George St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
734,-37.7993483,144.9840523,Miss Katie's Crab Shack,325 Smith St Fitzroy VIC 3065,Fitzroy,,4511,Cafes and Restaurants,
735,-37.798249,144.984237,Momo Sushi Fitzroy,361 Smith St Fitzroy VIC 3065,Fitzroy,,4512,Takeaway Food Services,
